algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,barrier,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound
RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,105,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.347874726021434,1.5964229106903076,0.197770357131958,1.3986525535583496,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,110,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.211019285259844,1.5409040451049805,0.1716926097869873,1.3692114353179932,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,110,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.160598090108113,1.706784963607788,0.18733954429626465,1.5194454193115234,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,110,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.338292204601522,1.6578223705291748,0.19681096076965332,1.4610114097595215,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,120,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.257027693628206,1.5712580680847168,0.20228338241577148,1.3689746856689453,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,120,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.24370893378515,1.6132009029388428,0.175490140914917,1.4377107620239258,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,120,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.51009075922932,1.565213918685913,0.20388460159301758,1.3613293170928955,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,100000,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.374667896401736,1.6676039695739746,0.21132111549377441,1.4562828540802002,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,100000,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.27230522556022,1.7385921478271484,0.1970198154449463,1.5415723323822021,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,100000,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.41079148340231,1.7319769859313965,0.20442938804626465,1.5275475978851318,,,,,,central,

RFQI,BlackScholes,BasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,80,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,3.232462539263438,1.85848069190979,0.23378896713256836,1.6246917247772217,,,,,,central,

RFQI,BlackScholes,BasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,80,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,3.266912427522622,1.7829151153564453,0.22455644607543945,1.5583586692810059,,,,,,central,

